Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/1/2004 1:00,7225.08774207762,877.786281184398,1044.89148650579,745.789651696897,7124.20877307115,1660.45115717284,3639.11590038106,654.610078910233,22971.941071
1/1/2004 1:59,6994.24718749937,850.745764602597,1032.04056668891,721.344359586371,6854.58150449504,1603.52043950118,3495.15805765887,639.879136967661,22191.517017
1/1/2004 3:00,6717.41552192177,831.633220921322,1021.09847934902,699.704826135038,6639.48478661401,1527.98596123239,3322.69782985855,623.416883967886,21383.43751
1/1/2004 4:00,6554.26914443254,823.555980054719,1015.41116936888,691.838525166939,6492.39202420224,1473.89232210478,3201.71684245824,613.488344211653,20866.564352
1/1/2004 4:59,6511.18504508078,823.379150496447,1009.74207186374,686.764063721142,6452.26217311686,1462.75903209136,3163.73777666843,613.323294961242,20723.152608
1/1/2004 6:00,6503.67727472625,835.115709949794,1015.10079617544,697.200728594888,6623.72913512394,1470.93349138864,3214.3839745286,627.611287512467,20987.752398
1/1/2004 7:00,6536.27222801432,857.014955004185,1030.92134875341,718.084983049038,6867.30730244051,1492.33595569931,3286.23179882062,650.450538218597,21438.61911
1/1/2004 7:59,6464.54602108105,870.70080269161,1060.73358313906,742.647753090465,7086.83065843242,1470.7851612346,3296.79166164906,676.645161681735,21669.680803
1/1/2004 9:00,6623.01938021021,895.417720949746,1051.95674968123,758.040863218354,7310.13291495877,1479.93520041193,3393.1386469282,684.230303641559,22195.87178
1/1/2004 10:00,7016.63734623252,941.039441532928,1061.16002221606,797.524007144966,7761.63262298868,1585.80290049536,3639.07491493356,713.181340455918,23516.052596
1/1/2004 10:59,7414.61841319711,985.289730244625,1072.00236722348,836.139660540137,8180.00399718951,1733.3508964786,3929.11131064921,735.89099847731,24886.407374
1/1/2004 12:00,7624.02412612915,1000.99291894969,1071.96742445898,848.923570652626,8366.41176254456,1858.30092722174,4054.9864928452,741.153910469439,25566.7611332714
1/1/2004 13:00,7737.31445790435,990.824917769018,1061.09392979892,845.334918162495,8359.39107237256,1942.38492660127,4098.61180443743,738.898542684148,25773.8545697302
1/1/2004 13:59,7760.52832401561,989.448265669393,1037.38707691293,832.403891056123,8253.40314880893,1993.98087834359,4094.84888735292,719.897433451029,25681.8979056105
1/1/2004 15:00,7758.39497481822,971.440851327349,1020.6712898587,816.71458408456,8121.18541669669,2016.6312319516,4042.67331833387,705.495433307469,25453.2071003785
1/1/2004 16:00,7756.98626157109,941.182913835584,1003.6716834884,801.516983076936,7978.47872969139,2026.54672852036,4014.44736918613,695.950568297102,25218.781237667
1/1/2004 16:59,7806.83638409611,945.007123298684,1005.36041991783,805.199052406254,8017.44186001433,2039.24086871691,4023.75998403641,694.319920449178,25337.1656129357
1/1/2004 18:00,8167.01427315856,1021.38676019097,1036.06161393699,857.035929741474,8560.20810666768,2114.36395141534,4240.1459427987,725.570938844657,26721.7875167544
1/1/2004 19:00,8480.99825327409,1088.54845221871,1084.74533681107,904.820182210104,9034.31885078925,2228.71691250009,4635.6975178736,776.460431302888,28234.3059369798
1/1/2004 19:59,8386.99321928413,1082.82733696119,1081.69120692136,898.436823741222,8973.49822663765,2189.46874836723,4593.89473718373,775.297717213634,27982.1080163102
1/1/2004 21:00,8310.93300924453,1047.32161255022,1071.69122401048,872.060193075043,8712.75158384416,2150.22795513223,4489.30054543836,763.845995783114,27418.1321190781
1/1/2004 22:00,8139.26407409834,1018.61559173723,1062.21152624589,843.97189857971,8306.70135146763,2090.25105636554,4347.50573123461,738.797020966634,26547.3182506956
1/1/2004 22:59,7890.02268772833,970.305201988816,1045.18806343262,808.685521419869,7847.69650316322,1989.92584698648,4100.79112328962,700.823793666075,25353.438741675
1/2/2004 0:00,7509.0327,902.22686,1011.93394,749.80723,7224.7689,1878.2563,3747.2385,648.47161,23671.73604
1/2/2004 1:00,7002.19584995884,846.186356078168,997.920701050403,707.016946793506,6759.75512875086,1759.37294328947,3432.67916804123,606.500561265477,22111.627655228
1/2/2004 1:59,6755.76173071993,831.415057484866,987.592294008768,683.012069376986,6469.87899538756,1664.06172654721,3237.73693404472,589.249967809185,21218.7087753792
1/2/2004 3:00,6583.98083289091,808.620179458425,990.902088648558,675.326206324215,6360.41902351674,1600.37501055729,3136.82627552448,581.883264355067,20738.3328812757
1/2/2004 4:00,6478.20924001541,799.521314819966,998.490482513851,663.984488404541,6301.57078641726,1580.51190797596,3092.57803422253,582.223101842286,20497.0893562118
