Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/1/2007 1:00,7883.98761753804,1157.99600140658,1192.61180916696,1049.76722996671,10278.4405678681,1933.97351077767,4872.45404764177,870.272862634132,29239.503647
1/1/2007 1:59,7681.61467810085,1153.34208486615,1202.37541154575,1042.69086709255,10254.6286594918,1907.29702218304,4908.54191771527,879.240371004578,29029.731012
1/1/2007 3:00,7549.35977713531,1166.88237836399,1214.99606859578,1041.92834669841,10282.6568441138,1883.46687007114,4925.082295708,891.61045431356,28955.983035
1/1/2007 4:00,7523.84538476204,1157.32567186447,1230.85017911943,1051.07976303276,10379.4044021368,1885.67139960148,4961.16848732738,907.227968155662,29096.573256
1/1/2007 4:59,7597.70150402428,1176.83248091699,1253.04892490305,1076.97477931297,10569.0745872645,1934.25886505987,5066.35643421896,933.981022299361,29608.228598
1/1/2007 6:00,7829.63165992864,1205.72237439586,1280.30905931972,1116.13950982165,10977.2591262023,2010.25081520162,5248.15809981992,975.307054310305,30642.777699
1/1/2007 7:00,8014.14175286958,1268.32733017659,1310.74845364675,1153.53398016931,11389.4224988564,2128.18604607034,5429.9222618467,1031.5924863643,31725.87481
1/1/2007 7:59,8051.03317686755,1289.71845318842,1340.54287562882,1174.09130076281,11522.3355504784,2122.97092899122,5523.9703707975,1077.9174892853,32102.580146
1/1/2007 9:00,8088.07320969516,1298.31716453787,1318.91907658545,1173.03791463859,11525.6999489324,2119.06807329851,5519.90683241507,1070.13460389692,32113.156824
1/1/2007 10:00,8231.41827914972,1309.67736124674,1306.63984596274,1174.54871487102,11560.4254096393,2130.68611244581,5509.51878816112,1050.40654752349,32273.321059
1/1/2007 10:59,8277.58087412292,1311.00322781077,1288.26707929367,1160.4555963177,11484.9154526448,2111.5739400081,5424.68129886383,1011.11699993817,32069.594469
1/1/2007 12:00,8293.09240124663,1268.94786085268,1264.64879383026,1129.18819821195,11230.9835721648,2069.60631009748,5223.38023806181,965.196849534359,31445.044224
1/1/2007 13:00,8151.6531415574,1204.39852526537,1226.94767852296,1081.72451829277,10749.6976596204,2005.95220734471,5063.87009072601,909.814432670381,30394.058254
1/1/2007 13:59,8038.00527987491,1150.35788416814,1183.82922885357,1026.5637830675,10208.8135813053,1938.21635416551,4827.31299324416,851.737241320893,29224.836346
1/1/2007 15:00,7885.96101362617,1103.57045555841,1150.16240746131,977.848720887565,9761.59006749398,1871.38237081847,4634.16097705589,805.786283098198,28190.462296
1/1/2007 16:00,7802.35869909378,1073.16763942688,1130.82315418291,949.712336129914,9489.28668204902,1843.70052337337,4524.52293299551,778.508289748623,27592.080257
1/1/2007 16:59,7812.88694237901,1070.84433898358,1127.66081512454,958.84942154566,9565.00848734869,1857.52734482013,4551.31191367115,777.742881127229,27721.832145
