Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/1/2013 1:00,7607.1898711001,1074.02428455009,1411.82315889776,763.069241916646,10370.322921039,2206.94580249903,4368.52868665398,883.029500343451,28684.933467
1/1/2013 1:59,7389.26751932257,1035.18918014302,1403.60109269837,754.425985870049,10153.9428063642,2160.0821973948,4233.6352501276,872.532258079347,28002.67629
1/1/2013 3:00,7179.74841106965,1036.21673939731,1395.13121264078,746.215514919263,9989.2435320273,2065.36991271421,4082.89770659762,868.951333633891,27363.774363
1/1/2013 4:00,7039.69252449126,1032.77743872314,1395.59301190295,749.028765570056,9947.85551176125,1991.15165168624,4010.52418728854,865.799031576565,27032.422123
1/1/2013 4:59,6991.41276398323,1042.90644307007,1401.23952877734,757.148202736023,10097.4442337314,1954.96394210871,4038.67849490963,879.988053683575,27163.781663
1/1/2013 6:00,7050.73077588771,1069.28724710785,1419.56041739151,777.767274430109,10472.1263611764,1962.07551558989,4174.05182321294,911.221606203531,27836.821021
1/1/2013 7:00,7177.78718496996,1109.14441389891,1444.43349268376,793.097939934833,10891.2178997978,1994.50860835155,4360.98613154834,950.808756814879,28721.984428
1/1/2013 7:59,7223.21256500182,1148.80110046147,1463.2068055312,812.597632860241,11190.2040271848,2041.97375279633,4522.13102392899,989.594398235135,29391.721306
1/1/2013 9:00,7314.2521823821,1196.97891953959,1474.81521258692,839.631429714119,11627.1273765102,2131.51180798296,4688.32931984695,1021.13185643724,30293.778105
1/1/2013 10:00,7676.34669489446,1235.79400300459,1500.76885174548,869.122122325348,12310.0018697332,2249.82026521304,4992.41719150083,1048.01111258306,31882.282111
1/1/2013 10:59,8060.50102551402,1304.76460589794,1507.66115716414,892.00205915771,12934.0753176947,2341.62266492697,5270.2575507077,1048.63079193678,33359.515173
1/1/2013 12:00,8392.92370321491,1342.00612867297,1489.89519251441,903.368717759479,13200.6645042568,2390.56851841356,5427.14027675352,1040.21847741431,34186.785519
1/1/2013 13:00,8509.46153550179,1328.53660402521,1467.30781306855,894.400587803462,13062.536854902,2419.73104028244,5449.87956346943,1023.26821194713,34155.122211
1/1/2013 13:59,8498.66589955832,1319.9986905133,1439.34931321254,880.976070222887,12851.465074601,2392.34495435793,5401.36245150125,996.913376032755,33781.07583
1/1/2013 15:00,8467.19662931835,1296.76168301943,1419.86001547816,869.599739986669,12725.0374747833,2359.47525204752,5287.74147007036,974.966873296254,33400.639138
1/1/2013 16:00,8432.13304921225,1298.39256814571,1410.82412943507,869.318567792039,12610.8017449803,2359.59768652127,5225.7480239951,964.987901918254,33171.803672
1/1/2013 16:59,8560.67282241091,1320.87042993998,1424.64040014493,885.87289581662,13028.354743423,2374.11376963286,5319.8766707801,987.937744851555,33902.339477
1/1/2013 18:00,9095.08014653997,1420.49018343384,1467.51256298665,930.999269196626,14090.3525003532,2494.63655996525,5756.94872206924,1051.8653574552,36307.885302
1/1/2013 19:00,9540.82692415373,1482.32303071084,1544.07259451867,959.818287146213,14739.4242101623,2733.22576572888,6294.05782167649,1128.75947290283,38422.508107
1/1/2013 19:59,9560.57144217012,1482.52365248154,1566.78885465846,957.561039863542,14705.8724024981,2756.16922564785,6349.652343074,1141.43280060642,38520.571761
1/1/2013 21:00,9505.85131613683,1467.12726471868,1573.59246821111,949.943667195309,14586.5784519318,2739.29156151675,6322.91724661543,1143.2929636741,38288.59494
1/1/2013 22:00,9329.39900205218,1383.67579323406,1564.55560103511,927.673050440233,14241.8100279065,2667.92374941246,6196.38393103806,1126.63102288137,37438.052178
1/1/2013 22:59,8959.44635717233,1350.56882131671,1535.73922563058,888.161548706853,13608.5829338568,2550.32004624941,5920.12895749234,1092.94763057495,35905.895521
1/2/2013 0:00,8508.3459,1321.46161,1502.46674,853.54781,12948.2852,2402.0728,5616.1665,1056.7721,34209.11866
1/2/2013 1:00,8101.33434452982,1272.45632531693,1519.48508296199,826.357926536041,12449.9795388444,2364.06979297704,5430.22997922406,1032.11328560968,32996.026276
1/2/2013 1:59,7937.63795059401,1254.33586687891,1515.97529483266,824.354670815807,12284.4857440383,2279.34859487208,5377.40434227218,1032.71678769603,32506.259252
1/2/2013 3:00,7905.19989536234,1254.06412361173,1520.94406662244,834.642373699182,12298.2775129915,2242.69524366826,5398.66538272491,1041.89589631968,32496.384495
1/2/2013 4:00,7980.71242973248,1274.46642892153,1535.45961693018,846.151989800742,12526.1989866355,2236.59910035878,5514.71093978494,1062.85338083589,32977.152873
1/2/2013 4:59,8237.67649728022,1313.5552323556,1550.40333684272,866.835225277728,13060.336602847,2321.12762485646,5759.72924592823,1097.37830861201,34207.042074
1/2/2013 6:00,8843.11695570557,1388.1067154003,1598.17655791157,914.524236043542,14043.6771603532,2505.05757750899,6269.89794852352,1171.76726155327,36734.324413
1/2/2013 7:00,9574.53331720643,1496.25420382747,1664.67765063016,981.554280546901,15187.4274161127,2780.16349703015,6865.67777288507,1256.54163276108,39806.829771
1/2/2013 7:59,10047.3496658858,1602.57727890397,1723.36093758997,1023.21416180987,15850.1785918665,2949.36360257469,7200.94027015566,1326.23182221356,41723.216331
1/2/2013 9:00,10275.3808285931,1625.78444304928,1722.57309074027,1029.23045467875,15863.04057955,3089.30594028956,7266.6376077955,1352.39893630347,42224.351881
1/2/2013 10:00,10568.0335945154,1631.17432776907,1716.58460501597,1024.31482101724,15958.8376052019,3194.30254968871,7338.97559910957,1341.97884968221,42774.201952
1/2/2013 10:59,10803.5328963398,1677.06271390027,1699.66799247803,1014.44685087523,15840.8043861609,3292.70214357832,7353.10089572136,1312.34726194615,42993.665141
1/2/2013 12:00,11012.5957373836,1643.11905373051,1656.09343241188,990.910620196966,15562.3071726518,3355.07374828187,7299.00229903079,1261.73581831267,42780.837882
1/2/2013 13:00,11112.4494174142,1645.22994845298,1600.9727035768,948.979824963777,15180.8497115446,3409.96306867033,7172.73826353564,1210.08248784171,42281.265426
1/2/2013 13:59,11171.2770566837,1606.16642089585,1569.01975846884,914.99717294213,14748.6178319233,3403.15533615402,7018.09424081714,1156.23841911498,41587.566237
1/2/2013 15:00,11104.0361760308,1531.76502541632,1536.70861138818,889.543194911092,14439.3235365982,3424.3296962729,6863.90096994877,1111.1241874338,40900.731398
1/2/2013 16:00,11090.8474518863,1590.08876219008,1519.10537627646,874.832321659847,14270.1667772597,3422.87003710361,6775.11902087501,1091.58017774901,40634.609925
1/2/2013 16:59,11166.7012515924,1596.14337616277,1516.50362058266,872.971389375841,14370.4158343991,3484.22376845976,6836.81607926405,1100.54470316336,40944.320023
1/2/2013 18:00,11673.0189263271,1693.19931658617,1535.41240990534,920.354266259252,15259.4938575849,3643.46369010178,7220.33339566575,1145.91744256972,43091.193305
1/2/2013 19:00,11966.7570200454,1742.89671928006,1622.10098360089,978.835136498856,16221.9248420038,3919.44220865075,7650.57270078484,1228.00852313541,45330.538134
1/2/2013 19:59,11807.3576582633,1733.32619476145,1649.48399541088,988.282456196416,16281.4232233172,3942.24656255418,7620.74487280469,1249.56377669185,45272.42874
1/2/2013 21:00,11546.6171223539,1700.38318761356,1659.02093927705,994.09046381814,16285.096655029,3899.80940203494,7522.63748073343,1255.82631613999,44863.481567
1/2/2013 22:00,11111.68881491,1647.62231637198,1655.25847517714,976.266749719557,15981.6680523017,3804.80017485474,7261.38055135662,1245.92163730823,43684.606772
1/2/2013 22:59,10475.6575864757,1558.63308242447,1621.49426944368,943.813651051355,15223.0154493468,3614.08461102841,6900.18130217264,1217.40358405701,41554.2835360001
1/3/2013 0:00,9822.1846,1428.15718,1582.02934,913.1212,14523.2681,3390.6885,6503.57711,1179.52795,39342.55398
1/3/2013 1:00,9455.20362928686,1445.50559249929,1580.64249795119,900.830439574418,14166.7677815226,3131.38304055751,6232.90326499864,1161.61625060949,38074.852497
1/3/2013 1:59,9240.30996951519,1438.44928593958,1565.62980305391,894.858053633779,14013.2322260386,3028.50276712932,6165.2816396804,1157.91411200926,37504.177857
1/3/2013 3:00,9142.02467092316,1401.49727619633,1564.75021068234,898.449486265356,14040.8206468178,2972.86116008845,6125.22233598297,1150.10348204356,37295.729269
1/3/2013 4:00,9170.73296280429,1424.24272121316,1576.282468539,902.210550509533,14254.6899058894,2953.88860032051,6205.20175883549,1155.31838788859,37642.5673559999
1/3/2013 4:59,9370.1699473565,1475.11688215083,1580.41763976166,924.687848258836,14708.6212253216,3006.65620032035,6386.92266404897,1181.29102878122,38633.883436
1/3/2013 6:00,9924.62788269434,1570.49610200893,1621.67981444462,972.782041476266,15642.731381188,3187.37235564886,6780.15236415707,1231.7958843819,40931.6378259999
1/3/2013 7:00,10624.5240969176,1690.29016700736,1680.81647159208,1045.45215634955,16791.2567407569,3445.308892237,7281.7553815656,1308.96127857397,43868.365185
